X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Y
0.10679,0.36783,0.15435,1.4196,9.4862,0.10679,0.085521,1.5048,1.1171,0.5535,0.085521,0.2325,0.074814,0.085521,1249.8,0.29206,2.7187,0.085521,0.059559,28.874,1.1702,0.11514,0.074371,0.085521,0.5535,0.34988,1321.9890348527397,0.32302,4.6994,0.25338,0.059559,104.45,3.4945,0.31303,0.11514,1.4825,173.45369449941683,0.5535,0.080188,0.031138,0.088239,0.080188,129.82,100.95,0.94012,1.1108,32.256,0.093238,0.064933,1.4196,0.36783,0.28616,1.1584,1.1584,7725.5,0.10484,0.19293,0.89516,0.0,12.641,3.6157,93.5,3.9038,3.0051,1.0
0.2953,0.34016,0.64812,3.8148,145.57,0.0,0.35799,1.9398,1.6355,0.65984,0.38165,1.5547,0.24433,0.35799,310.7,1.1748,2.9398,0.35799,0.21889,26.446,1.4323,0.37113,0.18056,0.540231131537013,0.65053,0.99045,15.684,5.3291,3.7471,-0.028571,0.21892,63.903,5.7118,3.8664,0.32029,1.6355,173.45369449941683,0.65984,0.19584,1.7438,0.027472,0.22692,106.42,79.978,2.492,3.3001,32.886,0.32951,0.20148,2.5823,0.23026,0.17508,5.4254,5.4254,3620.2,0.19584,0.44753,0.7905,0.0,13.802,4.5637,51.388,7.1028,13.448,0.0
0.47086,0.024837,0.89502,37.036,709.8,0.0,0.47086,39.263,0.88295,0.97516,0.48102,18.958,0.5414,0.47086,18.964,19.247,40.263,0.47086,0.53328,37.256,1.3006,0.46727,0.53328,0.81664,0.883,19.247,45.977,11.168,4.1084,-0.48764,0.53328,21.834,16.717,16.717,0.46774,0.88295,173.45369449941683,0.97516,0.52975,18.351,0.001745,0.52921,191.85,154.59,5.2246,33.407,79.226,0.4601,0.5211,37.036,0.024837,0.059819,12.168,12.168,11487.0,0.52975,0.48285,0.47499,0.0,9.797,2.3611,10.267,35.55,11.017,0.0
0.074592,0.15001,0.074017,3.3323,284.22,0.76096,0.092089,5.6662,1.3623,0.84999,0.098313,2.9018,0.067599,0.092089,594.57,0.61389,6.6662,0.092089,0.067599,0.35148,10.36751572321924,0.098497,0.054755,0.092089,0.83555,0.49725,15.826,0.08277,3.5395,0.077555,0.067599,9.1655,39.823,8.4247,0.098497,1.3623,0.88302,0.96827,0.072303,1.3977,0.050766,0.072303,16.449,16.098,56.862,3.291,0.37887,0.098497,0.072303,0.70496,0.031735,0.025111,0.95051,1.0828,256.33,0.072303,0.087757,0.93227,0.13915,1038.5,22.674,8.5028,42.927,1.5234,0.0
0.086934,0.59147,0.2227,1.3765,-30.238,-0.50325,0.095795,0.69071,3.4584,0.40853,0.10624,0.16196,0.041356,0.095795,1509.4,0.24182,1.6907,0.095795,0.027699,52.388,1.0389,0.10619,0.025137,0.18956,-0.36696,0.22683,10.17,1.1978,3.4419,0.1687,0.029588,63.886,5.7174,5.7174,0.07889,3.4882,173.45369449941683,0.40853,0.022811,0.024407,0.12851,0.030705,84.404,32.016,0.17513,0.86365,53.578,0.058959,0.017048,1.3765,0.59147,0.17491,2.1973,2.1973,616.0,0.022894,0.2128,0.96946,0.0,6.9672,11.401,62.423,5.8472,18.601,1.0
0.20147,0.35609,0.50894,2.7518,118.11,0.003244,0.25022,1.8083,1.512,0.64391,0.3543931986262164,0.86126,0.16549,0.25022,519.43,0.70269,2.8083,0.25022,0.16549,21.863,10.36751572321924,0.25614,0.13325,0.25022,0.40137,0.56579,35.021,2.5388,4.2008,0.093556,0.16705,96.906,4.3589,3.5563,0.25375,1.524,173.45369449941683,0.64391,0.16783,0.74875,0.04634,0.16941,140.48,118.62,2.2246,1.0605,26.103,0.25614,0.16941,2.2451,0.29053,0.22942,3.2121,3.2121,8081.0,0.27625,0.31289,0.72341,0.0,16.695,3.077,70.136,5.2042,7.5423,1.0
0.10753,0.38893,0.10842,1.4133,-22.593,0.18088,0.13359,1.4073,1.1236,0.54734,0.13359,0.50923,0.14278,0.13359,833.58,0.43787,2.5712,0.13359,0.11201,51.547,1.1238,0.13715,0.090155,0.23269,0.54734,0.37085,1.292,0.17231,4.6092,0.29625,0.11201,90.206,4.0463,0.35264,0.13715,1.2499,1.5984,0.67392,0.11499,0.15207,0.073546,0.11499,101.26,49.71,0.63838,0.77123,57.916,0.10045,0.084217,0.95331,0.26234,0.24714,0.86986,1.071,4408.8,0.10998,0.19645,0.89002,0.23127,7.0809,7.3427,80.285,4.5463,1.8955,0.0
0.012662,0.9143,-0.027062,0.9702,-85.071,0.012662,0.026998,0.093727,1.0434,0.085695,0.026998,0.029728,0.013216,0.026998,9894.1,0.036891,1.0937,0.026998,0.010578,78.518,10.36751572321924,0.052866,0.004961,0.026998,0.085695,0.021212,0.21614,-0.22756,4.0695,0.35596,0.010578,135.52,2.6934,0.057821,0.052866,2.5656,53.854,0.091861,0.020714,0.006772,0.50437,0.020714,125.13,46.61,0.023064,0.36565,81.928,0.046134,0.018076,0.96366,0.90814,0.37128,0.72059,0.77244,-317.59,0.04163,0.14776,0.95837,0.071951,4.6486,7.831,129.88,2.8104,21.461,0.0
0.034752,0.50881,0.06648,1.1779,1.2611,0.034752,0.044381,0.75967,1.0098,0.38653,0.044381,0.11875,0.017015,0.044381,2509.5,0.14545,1.9654,0.044381,0.010204,3.8788,0.9844,0.025731,0.00799,0.044381,0.38653,0.12653,1321.9890348527397,0.11876,4.7843,0.10868,0.010204,31.671,11.525,0.050572,0.025731,4.4331,2.9172,0.52159,0.005916,0.1107,0.30218,0.005916,33.471,29.592,0.75187,1.0542,3.9167,-0.003894,-0.000895,0.86521,0.37374,0.086769,0.6905,0.93178,4046.0,0.009679,0.089908,0.99032,0.34943,94.101,12.334,31.364,11.638,7.77,1.0
0.031347,0.71539,-0.028674,0.95568,-45.189,-0.034601,0.031347,0.39784,1.3528,0.28461,0.064323,0.048451,0.023172,0.031347,8329.8,0.043819,1.3978,0.031347,0.023172,33.69,10.36751572321924,0.035637,0.023172,0.031347,0.26106,0.043819,1.0807,-0.075127,5.0294,0.51816,0.040233,207.25,2.07,1.8721,0.026503,1.4215,39.547,0.29709,0.019591,0.044805,0.66915,0.026343,159.01,125.32,0.25105,0.76269,34.029,0.0,0.0,0.86431,0.647,0.56782,0.74568,0.77837,-3068.0,0.15772,0.11014,0.96537,0.043842,10.834,2.9126,174.57,2.0909,3.5444,1.0
-0.18616,0.77372,0.14399,1.3778,-17.373,-0.18616,-0.18611,0.079801,0.97051,0.061743,-0.18611,-0.48835,-0.082855,-0.18611,-2288.8,-0.15948,1.2925,-0.18611,-0.12497,52.637,1.3508,-0.065551,-0.125,-0.18611,0.061743,-0.15954,1321.9890348527397,0.30319,4.3115,0.50628,-0.12497,90.652,4.0264,-0.084721,-0.065551,1.5386,0.7904,0.45436,-0.044017,0.05251,-8.9855,-0.044017,123.79,71.155,-0.86682,0.81429,51.085,-0.12827,-0.086133,0.67865,0.3811,0.24836,0.13001,0.95673,2950.0,-0.030382,-3.015,1.0304,6.3589,6.9343,5.1296,93.406,3.9077,3.1358,1.0
0.25546,0.37777,0.2523,1.8063,3.8025,0.0,0.3204,1.6471,2.3551,0.62223,0.36353,1.0239,0.16155,0.3204,362.41,1.0071,2.6471,0.3204,0.13605,35.685,1.7944,0.36351,0.10847,0.540231131537013,0.60261,0.83524,8.4289,0.5803,3.5823,0.1603,0.1412,57.274,6.3729,5.2789,0.36084,2.3551,5.1657,0.68708,0.15322,0.005984,0.029729,0.15435,87.311,51.626,1.1095,1.0705,42.142,0.30344,0.12885,1.4962,0.31292,0.15691,1.4311,1.5803,964.28,0.15322,0.41056,0.86411,0.10422,10.228,7.07,48.499,7.526,5.4167,0.0
0.12227,0.16943,0.4555,3.6885,77.747,0.20783,0.17958,4.4023,1.244,0.74587,0.17958,1.06,0.26993,0.17958,298.47,1.2229,5.9022,0.17958,0.23396,156.29,1.2762,0.17995,0.15929,0.30421,0.74587,0.88461,2.9164,1.2144,4.7745,0.14548,0.23396,100.23,3.6418,1.0621,0.17995,0.8098,173.45369449941683,0.74587,0.23443,0.33818,0.026838,0.23443,269.92,113.63,0.37202,1.7486,194.42,0.15234,0.19847,3.6885,0.16943,0.27459,1.9886,1.9886,27099.0,0.19615,0.16393,0.80385,0.0,2.3354,3.2121,80.566,4.5304,2.0465,0.0
0.013863,0.75563,0.20515,1.4479,-49.495,-0.0923,0.014777,0.32339,1.4978,0.24437,0.12712,0.032264,0.039119,0.014777,4707.3,0.077538,1.3234,0.014777,0.009866,82.097,0.81706,0.062958,0.009256,-0.075329,0.093545,0.076329,0.5604,0.60902,3.767,0.47538,0.021132,114.54,3.1868,1.9315,0.038258,1.4978,3.0197,0.35241,0.025544,0.2326,0.2359,0.042035,135.65,53.548,0.041151,0.71237,84.249,0.019144,0.012782,0.8776,0.45799,0.3138,0.72543,1.0462,1199.7,0.025544,0.056731,0.99075,0.44214,4.446,6.8163,111.61,3.2703,4.4463,0.0
0.014785,0.036581,0.58897,17.101,142.62,0.0,0.019145,26.341,1.0431,0.96355,0.019145,0.52337,0.061881,0.019145,206.86,1.7645,27.337,0.019145,0.018355,64.072,10.36751572321924,0.015229,0.014174,0.019145,0.93042,1.6453,1321.9890348527397,1.5717,3.1787,-0.26065,0.018355,12.965,28.694,28.694,0.013439,1.0686,173.45369449941683,0.96355,0.012884,8.6516,0.020111,0.0146,108.15,44.081,0.080746,13.657,63.671,-0.030172,-0.028926,17.101,0.036581,0.03485,2.5714,2.5714,888.76,0.012706,0.015344,0.98226,0.0,5.6967,8.2803,12.801,28.514,2.7836,1.0
0.013259,0.7494,-0.13518,0.81962,-52.516,0.21511,0.017596,0.30942,1.0119,0.23188,0.017596,0.02348,0.02973,0.017596,5672.6,0.064344,1.3344,0.017596,0.010848,20.916,0.92932,0.020039,0.008175,0.27408,0.23188,0.058557,0.12502,-0.35041,4.6306,0.4602,0.010848,170.65,2.1389,0.026739,0.020039,1.6447,173.45369449941683,0.23188,0.012355,0.005627,0.48631,0.012355,137.28,116.36,0.14266,0.6956,21.164,-0.010586,-0.006527,0.81962,0.7494,0.46754,0.60108,0.60108,-5774.2,0.011759,0.05718,0.98824,0.0,17.451,3.1368,168.64,2.1643,4.2044,0.0
0.16117,0.072135,0.63649,12.025,178.9,0.0,0.19986,12.863,1.2908,0.92786,0.2073,3.4617,0.182,0.19986,112.07,3.2568,13.863,0.19986,0.15483,29.746,0.77715,0.1974,0.12486,0.47186,0.85851,2.7206,26.515,2.0823,3.99,-0.24093,0.15483,19.224,19.072,15.265,0.19454,1.3085,173.45369449941683,0.92786,0.15071,6.6628,0.010343,0.15293,87.532,57.785,1.5321,8.4849,34.872,0.16233,0.12576,9.6241,0.057734,0.052433,3.0355,3.0355,6219.8,0.15078,0.17371,0.84152,0.0,12.27,6.3165,16.325,22.358,4.223,1.0
0.09756,0.39745,0.14061,1.3538,14.34,0.09756,0.094069,1.4743,1.0542,0.58597,0.094069,0.23668,0.084892,0.094069,960.1,0.38017,2.516,0.094069,0.05285,15.449,1.2201,0.090501,0.054812,0.094069,0.58597,0.38895,1321.9890348527397,0.30438,6.4047,0.14988,0.05285,85.92,4.2481,0.2277,0.090501,1.7885,173.45369449941683,0.58597,0.050846,0.3295,0.08857,0.050846,83.483,68.034,1.295,1.1642,16.286,0.03347,0.018805,1.3538,0.39745,0.2354,1.2685,1.2685,357040.0,0.051395,0.16649,0.94861,0.0,23.627,5.3649,81.504,4.4783,3.8531,1.0
0.008255,0.45787,-0.25174,0.45019,-57.857,0.0,0.021218,1.184,1.8464,0.54213,0.058885,0.046341,0.053153,0.021218,1702.9,0.21434,2.184,0.021218,0.011492,6.201,10.36751572321924,0.05864,0.004471,0.021218,0.17525,0.18603,1.5568,-0.31711,2.2136,0.22003,0.028911,91.82,4.0685,4.0685,0.026354,1.9217,173.45369449941683,0.54213,0.014273,0.12126,0.11258,0.031759,29.772,23.571,0.26316,0.18977,6.1462,-0.018283,-0.009902,0.45019,0.45787,0.24579,0.68289,0.68289,-41.17,0.01424,0.015227,0.96939,0.0,58.862,15.485,90.513,4.0326,2.3258,1.0
0.22447,0.40297,0.19302,1.9822,-0.70678,0.35237,0.27857,1.449,1.1703,0.58391,0.27857,1.4175,0.19835,0.27857,395.32,0.9233,2.4816,0.27857,0.14851,37.027,1.4244,0.30233,0.11967,0.43835,0.58391,0.78905,1.8861,0.31619,3.6845,0.13565,0.14851,44.752,8.156,0.75024,0.30233,1.9364,0.96517,0.79035,0.16117,0.78464,0.033471,0.16117,45.793,8.7662,1.1796,1.0139,43.333,0.20883,0.11133,0.96669,0.19653,0.12261,0.95651,1.2947,933.4,0.14551,0.38443,0.85449,0.35356,9.8576,41.637,38.24,9.5449,3.0728,0.0
0.016429,0.91992,0.20702,1.2873,-15.495,0.0,0.016429,0.087046,2.5963,0.080075,0.021158,0.022797,0.025447,0.016429,5082.3,0.071818,1.087,0.016429,0.006328,42.552,1.2797,0.0,0.006328,0.03065,0.056813,0.071818,0.0,2.8619,4.1105,0.32433,0.020162,114.09,3.1991,2.5061,0.047466,2.5963,3.4572,0.26085,0.018282,0.11006,0.61774,0.0,119.27,76.715,0.054279,0.86727,47.92,-0.049639,-0.019119,1.0084,0.72064,0.31259,1.1069,3.606,2669.8,0.11203,0.20517,0.89945,2.2576,8.5778,4.7579,101.31,3.6027,35.89,0.0
0.041285,0.19847,0.56427,4.4537,78.988,0.0,0.052893,4.0384,1.967,0.80151,0.058151,0.32374,0.088159,0.052893,417.76,0.87371,5.0385,0.052893,0.02689,30.495,1.0734,0.045095,0.020989,0.088764,0.52341,0.81522,8.5763,2.0718,4.6521,-0.11462,0.027011,31.045,11.828,9.7364,0.046075,1.9906,173.45369449941683,0.80151,0.023424,2.6093,0.039948,0.022926,55.918,25.422,0.25122,3.6152,31.041,-0.075418,-0.038342,3.6663,0.16338,0.084548,2.9429,2.9429,25326.0,0.023436,0.051509,0.97078,0.0,11.969,14.357,30.317,12.039,7.2222,1.0
0.008786,0.38425,-0.083897,0.76784,-79.309,0.000944,0.004877,1.6025,0.99509,0.61575,0.019521,0.013496,0.05732,0.004877,2458.9,0.14844,2.6025,0.004877,0.004901,31.692,10.36751572321924,0.018995,0.00883,0.004877,0.31544,0.15861,1.2971,-0.11612,4.0739,0.34051,0.012995,133.74,2.7292,2.5667,0.00881,0.99509,16.191,0.62755,0.008854,0.22387,0.18001,0.019088,72.106,40.414,0.10169,0.52876,31.975,-0.033166,-0.03333,0.72213,0.36138,0.36641,0.85222,0.86856,-994.55,0.008854,0.014269,0.9943,0.019166,11.517,9.0316,132.55,2.7536,1.3772,0.0
0.029241,0.50626,0.43341,1.8757,0.54255,0.0,0.029241,0.97527,2.3676,0.49374,0.063951,0.059081,0.029587,0.029241,2637.9,0.13837,1.9753,0.029241,0.01235,64.659,10.36751572321924,0.047338,0.01235,0.029241,0.3858,0.13837,1.3638,6.0485,3.6083,0.14681,0.021369,72.362,5.0441,4.9312,-0.12887,2.3676,173.45369449941683,0.49374,-0.054428,0.34143,0.19144,0.019994,117.07,52.408,0.069719,1.0283,61.321,0.006529,0.002758,1.8337,0.49493,0.19825,6.8903,6.8903,1758.8,-0.054428,0.059224,0.98917,0.0,5.645,6.9646,76.3,4.7837,33.041,0.0
-0.017584,0.91106,0.079888,1.2003,-61.519,-0.017584,-0.017584,0.09363,0.98617,0.085303,-0.017584,-0.044088,-0.010109,-0.017584,-34409.0,-0.010608,1.0976,-0.017584,-0.018394,87.761,10.36751572321924,-0.00374,-0.018394,-0.017584,0.085303,-0.010608,1321.9890348527397,0.15326,4.3461,0.86909,-0.018394,150.18,2.4305,-0.004106,-0.00374,0.96717,0.48588,0.59752,-0.003913,0.23715,7.1668,-0.003913,146.67,58.911,-0.076501,0.624,86.547,-0.01166,-0.012197,0.52546,0.39884,0.41144,0.16364,1.1463,1772.3,-0.014027,-0.20613,1.014,6.0047,4.159,6.1958,152.28,2.3968,1.8339,1.0
0.065597,0.94306,0.046512,1.0493,-51.303,-0.048837,0.088685,0.060289,6.0465,0.056856,0.10459,0.094039,0.014948,0.088685,3808.4,0.095842,1.0604,0.088685,0.014667,53.588,10.36751572321924,0.10407,0.010849,0.088685,0.01676,0.071361,6.5446,4.4581,3.0959,0.15205,0.016695,58.021,6.3017,6.3017,0.11434,6.0471,173.45369449941683,0.056856,0.01891,0.030918,0.29719,0.017212,57.976,4.3877,0.073893,0.97224,54.522,0.10237,0.016931,1.0493,0.94306,0.15869,5.4497,5.4497,58.0,0.018833,1.1537,0.98278,0.0,6.8112,83.186,56.928,6.4116,579.55,1.0
0.024111,0.72785,-0.071896,0.9009,-37.345,0.024111,0.024111,0.33927,1.018,0.24694,0.024111,0.033234,0.011457,0.024111,11018.0,0.033126,1.3739,0.024111,0.011457,23.929,3.3849,0.045168,0.011457,0.024111,0.24694,0.033126,1321.9890348527397,-0.20757,4.42,0.33404,0.011457,128.09,2.8495,0.062056,0.045168,2.1352,218.74,0.2493,0.021462,0.040562,0.52979,0.021462,108.25,84.323,0.17475,0.71072,24.36,0.045168,0.021462,0.89798,0.7255,0.35093,0.71295,0.71976,-1891.0,0.017686,0.09764,0.98231,0.009546,15.253,4.3286,125.83,2.9008,6.0762,1.0
0.17699,0.4029,0.11476,1.411,12.976,0.28246,0.23287,1.3482,1.1309,0.54318,0.23287,0.83395,0.14873,0.23287,488.89,0.74658,2.482,0.23287,0.11514,8.3344,1.5601,0.24033,0.087513,0.30559,0.54318,0.6079,1.3439,0.18937,4.8618,0.15963,0.11514,56.991,6.4045,0.59651,0.24033,2.0524,2.8126,0.66684,0.11883,0.3102,0.04297,0.11883,55.474,47.139,3.8326,1.2456,9.4254,0.1724,0.085245,0.9779,0.27923,0.15614,0.89632,1.1004,8348.5,0.11575,0.32585,0.88425,0.22767,43.794,7.743,50.395,7.2428,3.3374,0.0
-0.083214,0.92999,-0.73852,0.20588,-440.45,-0.16778,-0.095027,0.069341,0.93535,0.064487,-0.095027,-0.10218,-0.071843,-0.095027,-6993.8,-0.052189,1.0753,-0.095027,-0.14066,46.785,1.5498,-0.062714,-0.12318,-0.2152,0.064487,-0.039487,-0.86828,-0.91341,5.2881,1.3576,-0.14066,469.97,0.77665,-0.067435,-0.062714,0.68465,173.45369449941683,0.064487,-0.09283,0.015622,-1.8848,-0.09283,95.597,48.812,-0.96097,0.11277,43.76,-0.10921,-0.16165,0.20588,0.92999,1.2876,0.079758,0.079758,-143380.0,-0.069124,-1.2904,1.0691,0.0,7.8017,7.4777,502.45,0.72643,0.83556,0.0
0.29948,0.45112,0.23999,1.7916,22.942,0.0,0.3607,1.2167,3.9521,0.54888,0.39197,1.1898,0.11841,0.3607,351.84,1.0374,2.2167,0.3607,0.091269,1.2853,1.2613,0.35246,0.075778,0.76357,0.29948,0.90168,11.274,0.52534,3.4757,0.11057,0.091269,30.961,11.789,7.9227,0.37803,3.9521,3.8689,0.68568,0.095652,0.06357,0.032708,0.089183,48.385,47.099,21.519,1.7457,1.4213,0.24518,0.062037,1.204,0.30317,0.084826,1.2015,1.5009,717.61,0.095652,0.54562,0.91024,0.24923,283.98,7.7496,28.0,13.036,8.651,0.0
0.0973,0.60663,0.054339,1.0896,-0.67927,0.055995,0.12778,0.57623,1.0419,0.34956,0.12778,0.21063,0.039865,0.12778,1704.3,0.21416,1.6485,0.12778,0.039209,6.4365,1.2663,0.13438,0.029857,0.057315,0.34956,0.16392,0.42962,0.16028,4.8186,0.16431,0.039209,70.792,5.156,0.22151,0.13438,3.2722,173.45369449941683,0.34956,0.041234,0.12184,0.14609,0.041234,65.751,59.314,1.6931,0.99484,6.7064,0.13224,0.040577,1.0896,0.60663,0.19395,1.031,1.031,3578.6,0.040242,0.27835,0.95976,0.0,56.708,6.1537,67.943,5.3721,9.6123,0.0
